City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
370,Kimbe,PG,74.64,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
373,Los Angeles,US,85.71,clear sky,34.0522,-118.2437,Kawada Hotel
375,Kokkola,FI,59.16,clear sky,63.8385,23.1307,Hotel Kokkola
376,Corinto,GR,75.99,overcast clouds,37.9407,22.9573,Ephira Hotel
378,Heihe,CN,50.58,clear sky,50.2441,127.4902,Hotel Strannik
379,Lingdong,CN,51.55,clear sky,46.5669,131.1453,Shengtianyuan Hotel
380,Bandarbeyla,SO,79.9,clear sky,9.4942,50.8122,JABIR HOTEL
381,Butterworth,MY,80.01,few clouds,5.3991,100.3638,Cititel Penang
382,Pindushi,RU,52.59,overcast clouds,62.9152,34.58,Solnechnyy
383,Singarayakonda,IN,85.75,few clouds,15.25,80.0333,srinu tiffen center
384,Tornio,FI,66.22,scattered clouds,65.8481,24.1466,Park Hotel Tornio
385,Kosjeric,RS,63.3,overcast clouds,43.9961,19.9069,Hotel Olympic
386,Clonakilty,IE,55.09,overcast clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
387,Maroantsetra,MG,72.28,light rain,-15.4333,49.7333,Annexe Vatsy Hôtel
388,San Quintin,MX,66.4,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
389,Krzeszowice,PL,67.32,clear sky,50.1425,19.6322,Pozytywka Apartament & Spa
390,Margate,GB,62.69,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
391,Thap Than,TH,81.5,overcast clouds,15.4606,99.8917,ขวัญเรือน ขำสุข
392,Waipawa,NZ,53.46,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
393,Gualaceo,EC,69.46,light rain,-2.9,-78.7833,Arhaná Hosteria Resort
