City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
314,Saldanha,ZA,6/5/21 20:30,-33.0117,17.9442,57.25,40,6,10.92
315,Fukue,JP,6/5/21 20:30,32.6881,128.8419,66.43,83,100,2.26
316,Ahuimanu,US,6/5/21 20:30,21.4447,-157.8378,83.91,61,75,13.8
317,Aksu,CN,6/5/21 20:30,41.1231,80.2644,76.03,21,5,5.37
318,Tazmalt,DZ,6/5/21 20:30,36.3868,4.3989,70.11,87,92,5.3
319,Anadyr,RU,6/5/21 20:30,64.75,177.4833,52.3,66,40,2.35
320,Matamoros,MX,6/5/21 20:30,25.5333,-103.25,93.31,24,40,4.41
321,Sabaudia,IT,6/5/21 20:30,41.3003,13.0282,72.75,73,90,0.45
322,Kamina,CD,6/5/21 20:30,-8.7386,24.9906,64.71,59,61,4.34
323,Powell River,CA,6/5/21 20:29,49.8496,-124.5361,64.04,76,75,5.75
324,Taoudenni,ML,6/5/21 20:30,22.6783,-3.9836,106.43,6,79,6.71
325,San Cristobal,VE,6/5/21 20:30,7.7669,-72.225,80.78,66,52,4.76
326,Esmeraldas,BR,6/5/21 20:30,-19.7625,-44.3139,73.51,66,74,9.48
327,Fortuna,US,6/5/21 20:30,40.5982,-124.1573,69.42,68,90,1.99
328,Kindersley,CA,6/5/21 20:30,51.4668,-109.1682,80.38,41,75,9.22
329,Imbituba,BR,6/5/21 20:25,-28.24,-48.6703,73.29,79,27,11.5
330,Ancud,CL,6/5/21 20:30,-41.8697,-73.8203,50.43,71,62,2.3
331,Haines Junction,CA,6/5/21 20:30,60.7522,-137.5108,58.95,41,93,12.66
332,Biak,ID,6/5/21 20:30,-0.9131,122.8766,76.42,84,45,6.53
333,Salalah,OM,6/5/21 20:30,17.0151,54.0924,82.49,89,20,6.91
334,Klaksvik,FO,6/5/21 20:30,62.2266,-6.589,50.92,93,91,13.4
335,Uchaly,RU,6/5/21 20:30,54.2996,59.4521,45.12,62,15,3.62
336,Lokosovo,RU,6/5/21 20:30,61.1333,74.8167,53.22,75,97,4.56
337,Kez,RU,6/5/21 20:30,57.8979,53.7152,51.06,81,11,3.8
338,Grand Gaube,MU,6/5/21 20:30,-20.0064,57.6608,68.4,71,15,6.98
339,Kristinehamn,SE,6/5/21 20:30,59.3098,14.1081,69.78,69,48,4.41
340,Kibre Mengist,ET,6/5/21 20:30,5.8833,38.9833,59.83,95,99,2.62
341,Thap Than,TH,6/5/21 20:30,15.4606,99.8917,82.49,61,96,4.92
342,Lardos,GR,6/5/21 20:30,36.0942,28.0157,73.94,70,0,14.2
343,Madaba,JO,6/5/21 20:30,31.5833,35.6667,66.88,60,0,4.76
344,Konevo,RU,6/5/21 20:30,62.1215,39.3192,59,61,7,3.58
345,Basco,PH,6/5/21 20:30,20.4487,121.9702,83.52,82,89,17.56
346,Puerto Baquerizo Moreno,EC,6/5/21 20:30,-0.9,-89.6,79.79,69,40,13.8
347,Kavieng,PG,6/5/21 20:26,-2.5744,150.7967,81.48,77,100,5.41
348,Penzance,GB,6/5/21 20:30,50.1186,-5.5371,57.88,96,100,9.37
349,Umea,SE,6/5/21 20:30,63.8284,20.2597,57.13,88,75,2.3
350,Harlingen,US,6/5/21 20:30,26.1906,-97.6961,92.34,67,40,10.36
351,Kapit,MY,6/5/21 20:30,2.0167,112.9333,73.17,100,97,0.45
352,Villa Union,MX,6/5/21 20:30,23.2,-106.2333,90.01,55,1,10.36
353,Palana,RU,6/5/21 20:30,59.1167,159.9667,44.55,87,100,9.73
354,Geraldton,AU,6/5/21 20:26,-28.7667,114.6,48.61,87,0,7.34
355,Conceicao Do Araguaia,BR,6/5/21 20:29,-8.2578,-49.2647,91.53,43,0,1.36
356,Tiznit,MA,6/5/21 20:30,29.5833,-9.5,61.7,76,15,3.29
357,Sfantu Gheorghe,RO,6/5/21 20:30,45.8667,25.7833,58.82,76,96,4.76
358,Port Lincoln,AU,6/5/21 20:30,-34.7333,135.8667,56.91,93,55,13.06
359,Half Moon Bay,US,6/5/21 20:30,37.4636,-122.4286,88.61,60,75,8.86
360,Banapur,IN,6/5/21 20:30,19.7833,85.1833,85.3,77,28,7.85
361,Boa Vista,BR,6/5/21 20:30,2.8197,-60.6733,87.78,66,40,8.05
362,Sokolovo,RU,6/5/21 20:30,52.5318,84.7896,41.86,92,58,5.3
363,Fort Nelson,CA,6/5/21 20:30,58.8053,-122.7002,65.79,39,40,10.36
364,Baillif,GP,6/5/21 20:30,16.0202,-61.7463,81.9,74,100,14.27
365,Guerrero Negro,MX,6/5/21 20:30,27.9769,-114.0611,74.14,49,21,16.93
366,Tezu,IN,6/5/21 20:30,27.9167,96.1667,71.94,96,99,2.08
367,Redcar,GB,6/5/21 20:30,54.6166,-1.06,66.45,82,71,4.79
368,Kulhudhuffushi,MV,6/5/21 20:30,6.6221,73.07,82.38,76,100,15.99
369,Pavlodar,KZ,6/5/21 20:30,52.3,76.95,44.4,70,0,6.71
370,Santiago,CL,6/5/21 20:29,-33.4569,-70.6483,65.64,52,90,2.3
371,Raymond,US,6/5/21 20:30,43.9015,-70.4703,89.42,48,76,9.51
372,Guane,CU,6/5/21 20:30,22.2025,-84.0875,85.35,63,64,6.15
373,Krasnotorka,UA,6/5/21 20:30,48.682,37.5327,53.96,95,87,3.98
374,Porto Murtinho,BR,6/5/21 20:30,-21.6989,-57.8825,88.63,26,100,4.61
375,Autazes,BR,6/5/21 20:30,-3.5797,-59.1306,79.92,87,35,3.53
376,Aksarka,RU,6/5/21 20:30,66.5606,67.7975,41.83,58,88,6.44
377,Marsh Harbour,BS,6/5/21 20:27,26.5412,-77.0636,80.11,77,30,15.23
378,Winslow,US,6/5/21 20:30,35.0242,-110.6974,96.98,10,1,1.99
379,Recreio,BR,6/5/21 20:30,-21.525,-42.4692,76.75,69,22,2.13
380,Honningsvag,NO,6/5/21 20:30,70.9821,25.9704,41.34,82,55,16.26
381,Dalby,AU,6/5/21 20:30,-27.1833,151.2667,32.7,70,0,6.22
382,Galesong,ID,6/5/21 20:30,-5.3166,119.3661,77.02,79,10,5.84
383,Filadelfia,US,6/5/21 20:30,39.9523,-75.1638,93.79,40,20,5.01
384,Rapid Valley,US,6/5/21 20:30,44.0625,-103.1463,96.4,32,1,1.01
385,Kijang,KR,6/5/21 20:30,35.2442,129.2139,67.73,94,11,8.32
386,Fare,PF,6/5/21 20:30,-16.7,-151.0167,80.46,75,43,8.19
387,Campbell River,CA,6/5/21 20:30,50.0163,-125.2446,61.59,58,75,6.91
388,Daru,PG,6/5/21 20:30,-9.0763,143.2092,76.57,91,100,11.86
389,Catia La Mar,VE,6/5/21 20:30,10.6038,-67.0303,80.8,89,100,13.8
390,Kalaleh,IR,6/5/21 20:30,37.3807,55.4916,74.28,59,0,3.67
391,Waipawa,NZ,6/5/21 20:30,-41.4122,175.5153,56.03,80,100,5.26
392,Honiara,SB,6/5/21 20:30,-9.4333,159.95,79.5,84,66,3.91
393,Panama City,PA,6/5/21 20:30,8.9936,-79.5197,82.38,77,75,6.91
394,Kaeo,NZ,6/5/21 20:28,-35.1,173.7833,59.32,95,100,16.84
395,Labuhan,ID,6/5/21 20:30,-6.8844,112.2051,76.82,87,16,7.18
396,Portland,US,6/5/21 20:26,45.5234,-122.6762,68.52,60,75,1.01
397,Rorvik,NO,6/5/21 20:30,64.8621,11.2373,54.39,81,54,5.48
398,Tocopilla,CL,6/5/21 20:30,-22.092,-70.1979,66.96,64,15,5.44
399,Tilichiki,RU,6/5/21 20:30,60.4667,166.1,44.94,77,100,2.08
400,Brokopondo,SR,6/5/21 20:30,4.75,-55.1667,82.42,74,23,11.39
401,Hirado,JP,6/5/21 20:30,33.3597,129.5531,65.35,85,100,6.06
402,Bintulu,MY,6/5/21 20:30,3.1667,113.0333,79.21,94,20,3
403,Henties Bay,NA,6/5/21 20:30,-22.116,14.2845,72.63,32,0,9.33
404,Xunchang,CN,6/5/21 20:30,28.4543,104.715,69.55,69,100,2.82
405,Mount Isa,AU,6/5/21 20:30,-20.7333,139.5,56.97,51,97,8.05
406,Dillon,US,6/5/21 20:30,34.4166,-79.3712,91.49,67,95,8.61
407,Rockingham,US,6/5/21 20:27,42.9668,-71.0995,91.94,48,84,1.99
408,Beringovskiy,RU,6/5/21 20:30,63.05,179.3167,43.65,74,100,1.16
409,Dong Xoai,VN,6/5/21 20:30,11.5333,106.9167,76.37,95,100,2.04
410,Bismil,TR,6/5/21 20:30,37.8486,40.6658,73.13,30,0,5.88
411,Netrakona,BD,6/5/21 20:30,24.8833,90.7167,76.39,92,89,9.31
412,Prince Rupert,CA,6/5/21 20:30,54.3161,-130.3201,48.29,87,90,12.66
413,Abu Samrah,SY,6/5/21 20:30,35.3029,37.1841,68.56,48,0,8.39
414,Talaya,RU,6/5/21 20:30,61.3833,152.75,43.66,71,51,12.35
415,Sunland Park,US,6/5/21 20:30,31.7965,-106.58,99.05,22,1,1.99
416,Povenets,RU,6/5/21 20:30,62.8487,34.8262,57.63,66,100,3.69
417,Merrill,US,6/5/21 20:26,45.1805,-89.6835,92.97,44,1,16.11
418,Port Shepstone,ZA,6/5/21 20:30,-30.7414,30.455,58.86,70,56,6.04
419,Hofn,IS,6/5/21 20:30,64.2539,-15.2082,48.67,82,99,7.2
420,Nioro,GM,6/5/21 20:30,13.35,-15.75,84.9,52,36,13.47
421,Riachao Das Neves,BR,6/5/21 20:30,-11.7461,-44.91,79.2,46,82,1.63
422,Praia Da Vitoria,PT,6/5/21 20:30,38.7333,-27.0667,68.76,88,40,4.05
423,Bria,CF,6/5/21 20:30,6.5423,21.9863,69.49,92,100,2.1
424,Tabuk,PH,6/5/21 20:30,17.4189,121.4443,74.93,91,100,2.71
425,Areia Branca,BR,6/5/21 20:28,-4.9561,-37.1369,81.93,74,0,15.35
426,Aguachica,CO,6/5/21 20:30,8.3084,-73.6166,87.24,69,92,3.11
427,Ilo,PE,6/5/21 20:30,-17.6394,-71.3375,67.06,77,0,5.75
428,Maltahohe,NA,6/5/21 20:30,-24.8333,16.9833,52.02,41,0,11.97
429,Jeremie,HT,6/5/21 20:30,18.65,-74.1167,82.74,73,30,4.16
430,Poum,NC,6/5/21 20:27,-20.2333,164.0167,73.09,71,100,21.39
431,Dunedin,NZ,6/5/21 20:30,-45.8742,170.5036,49.8,66,100,1.36
432,Vila Velha,BR,6/5/21 20:30,-20.3297,-40.2925,75.94,86,40,1.01
433,Saint-Joseph,RE,6/5/21 20:30,-21.3667,55.6167,73.47,83,11,2.95
434,La Ronge,CA,6/5/21 20:30,55.1001,-105.2842,73.62,40,75,6.91
435,Dromolaxia,CY,6/5/21 20:30,34.8761,33.586,72.64,62,0,5.99
436,Barkhan,PK,6/5/21 20:30,29.8977,69.5256,77.29,50,13,3.94
437,Muhos,FI,6/5/21 20:29,64.808,25.9931,56.98,68,6,4.56
438,Margate,GB,6/5/21 20:30,51.3813,1.3862,63.7,80,41,1.99
439,Qinhuangdao,CN,6/5/21 20:30,39.9317,119.5883,66.85,48,73,4.05
440,Avera,US,6/5/21 20:30,33.194,-82.5271,82.9,55,95,5.95
441,Hersbruck,DE,6/5/21 20:30,49.5125,11.4339,64.18,90,100,8.48
442,Lazaro Cardenas,MX,6/5/21 20:30,17.9583,-102.2,88.83,55,44,9.71
443,Zhigansk,RU,6/5/21 20:30,66.7697,123.3711,45.75,63,99,3.96
444,Lakes Entrance,AU,6/5/21 20:30,-37.8811,147.981,48.18,66,95,7.18
445,Itoman,JP,6/5/21 20:30,26.1247,127.6694,81.37,97,75,5.75
446,Atasu,KZ,6/5/21 20:30,48.6814,71.6433,51.91,45,70,12.93
447,Presidencia Roque Saenz Pena,AR,6/5/21 20:28,-26.7852,-60.4388,76.26,53,100,3.71
448,Anori,BR,6/5/21 20:30,-3.7728,-61.6442,80.58,88,27,3.65
449,Omsukchan,RU,6/5/21 20:30,62.5333,155.8,37.31,93,100,9.78
450,Mildura,AU,6/5/21 20:30,-34.2,142.15,42.76,100,7,4.61
451,Hami,CN,6/5/21 20:30,42.8,93.45,71.8,40,71,15.88
452,Tambun,ID,6/5/21 20:30,-6.2641,107.0712,83.1,84,27,2.13
453,Barhiya,IN,6/5/21 20:30,25.2833,86.0333,94.12,39,85,8.7
454,Verkhnevilyuysk,RU,6/5/21 20:30,63.4453,120.3167,48.27,81,100,1.34
455,Hambantota,LK,6/5/21 20:30,6.1241,81.1185,78.42,85,49,14.52
456,Pascagoula,US,6/5/21 20:28,30.3658,-88.5561,80.6,69,90,10.2
457,Coracora,PE,6/5/21 20:30,-15.0333,-73.7833,58.19,28,11,10.04
458,Saint-Donat-De-Montcalm,CA,6/5/21 20:30,46.3187,-74.2219,69.66,82,100,13.76
459,Goianesia,BR,6/5/21 20:30,-15.3175,-49.1175,78.8,39,100,1.43
460,Belmonte,BR,6/5/21 20:30,-15.8631,-38.8828,79.3,85,58,8.12
461,Luanda,AO,6/5/21 20:29,-8.8368,13.2343,78.8,83,75,9.22
462,Hamilton,US,6/5/21 20:27,39.1834,-84.5333,87.94,47,1,1.01
463,Forbes,AU,6/5/21 20:30,-33.3833,148.0167,35.92,72,1,2.48
464,Wasilla,US,6/5/21 20:28,61.5814,-149.4394,68.49,49,1,1.01
465,Vestmanna,FO,6/5/21 20:30,62.1564,-7.1664,49.12,100,90,9.91
466,Lakatoro,VU,6/5/21 20:31,-16.0999,167.4164,78.03,74,55,5.06
467,Koygorodok,RU,6/5/21 20:27,60.445,50.9968,59.18,64,59,6.24
468,Daokou,CN,6/5/21 20:31,35.5639,114.5058,72.37,33,0,4.79
469,Takaka,NZ,6/5/21 20:31,-40.85,172.8,58.55,97,100,8.21
470,Erenhot,CN,6/5/21 20:31,43.6475,111.9767,63.84,28,80,10.83
471,Mahon,ES,6/5/21 20:31,39.8885,4.2658,66.76,94,75,6.91
472,Sao Joao Da Barra,BR,6/5/21 20:31,-21.6403,-41.0511,77.09,85,0,9.71
473,Romans-Sur-Isere,FR,6/5/21 20:31,45.0464,5.0562,61.57,94,15,7.36
474,Chicama,PE,6/5/21 20:31,-7.8447,-79.1469,64.94,69,40,8.52
475,Saint-Augustin,CA,6/5/21 20:31,51.226,-58.6502,48.54,88,100,12.3
476,Puerto Escondido,MX,6/5/21 20:27,15.85,-97.0667,90.43,66,40,9.22
477,Tyrma,RU,6/5/21 20:31,50.0833,132.1667,45.25,85,44,0.76
478,Yoichi,JP,6/5/21 20:31,43.2039,140.7703,58.23,86,11,8.55
479,Shellbrook,CA,6/5/21 20:31,53.2168,-106.4011,76.23,42,90,7.58
480,Tautira,PF,6/5/21 20:31,-17.7333,-149.15,84.22,77,79,13.15
481,Zheleznodorozhnyy,RU,6/5/21 20:31,55.7503,38.0042,61.21,92,2,5.06
482,Tura,IN,6/5/21 20:28,25.5198,90.2201,72.07,95,47,4.92
483,Bubaque,GW,6/5/21 20:31,11.2833,-15.8333,79.79,83,66,15.08
484,Liverpool,GB,6/5/21 20:27,53.4106,-2.9779,64.69,71,100,2.44
485,Sorong,ID,6/5/21 20:31,-0.8833,131.25,76.96,89,99,11.01
486,Mount Pleasant,US,6/5/21 20:27,32.7941,-79.8626,84,86,75,3
487,Kayerkan,RU,6/5/21 20:31,69.3497,87.7602,29.07,98,99,5.82
488,Sol-Iletsk,RU,6/5/21 20:31,51.1631,54.9918,57.78,39,97,9.24
489,Riyadh,SA,6/5/21 20:28,24.6877,46.7219,100.45,14,0,5.75
490,Zhangye,CN,6/5/21 20:31,38.9342,100.4517,67.08,47,86,18.21
491,Kiunga,PG,6/5/21 20:31,-6.1219,141.2906,71.19,99,93,0.36
492,Okhtyrka,UA,6/5/21 20:31,50.3104,34.8988,55.33,96,100,7.9
493,Sudzha,RU,6/5/21 20:31,51.1976,35.2726,52.65,98,81,6.6
494,Khatanga,RU,6/5/21 20:31,71.9667,102.5,33.12,87,96,10.16
495,Touros,BR,6/5/21 20:28,-5.1989,-35.4608,81.5,72,7,15.59
496,Eatonton,US,6/5/21 20:31,33.3268,-83.3885,92.01,53,99,0.63
497,Sovetskiy,RU,6/5/21 20:31,61.3614,63.5842,61.65,53,67,7.16
498,Kamenka,RU,6/5/21 20:26,51.3223,42.7678,53.31,98,100,7.94
499,Ust-Tsilma,RU,6/5/21 20:28,65.441,52.1498,52.09,86,97,5.14
500,Kuji,JP,6/5/21 20:31,40.1878,141.7689,64.65,65,100,4.79
501,Abalak,RU,6/5/21 20:31,58.1286,68.5944,58.35,59,9,10.02
502,Stari Bohorodchany,UA,6/5/21 20:31,48.8336,24.5243,52.5,89,92,3
503,Bluefield,US,6/5/21 20:27,37.2698,-81.2223,85.06,41,40,3.44
504,Jiaojiang,CN,6/5/21 20:31,28.6803,121.4428,66,94,2,2.75
505,Qiongshan,CN,6/5/21 20:31,20.0058,110.3542,78.78,78,0,4.68
506,Valparaiso,CL,6/5/21 20:27,-33.0393,-71.6273,64.04,68,0,9.22
507,Toba Tek Singh,PK,6/5/21 20:31,30.9743,72.4827,87.51,43,4,0.36
508,Padilla,CO,6/5/21 20:31,3.2204,-76.3139,81.97,61,92,2.64
509,Kupang,ID,6/5/21 20:31,-10.1667,123.5833,77.07,83,62,12.44
510,Vallenar,CL,6/5/21 20:31,-28.5708,-70.7581,71.94,46,0,4.99
511,Payyannur,IN,6/5/21 20:31,12.1,75.2,75.54,88,100,4.05
512,Port Hedland,AU,6/5/21 20:31,-20.3167,118.5667,68.05,52,40,8.05
513,Mafra,BR,6/5/21 20:31,-26.1114,-49.8053,63.36,80,26,2.55
514,Pacific Grove,US,6/5/21 20:27,36.6177,-121.9166,81.16,70,1,8.99
515,Zhanaozen,KZ,6/5/21 20:31,43.3,52.8,77.14,46,70,21.72
516,Shache,CN,6/5/21 20:31,38.4167,77.2406,77.29,16,8,5.93
517,Baykit,RU,6/5/21 20:31,61.67,96.37,41.76,90,90,8.37
518,Saint-Leu,RE,6/5/21 20:28,-21.15,55.2833,73.96,88,15,6.8
519,Vestmannaeyjar,IS,6/5/21 20:31,63.4427,-20.2734,47.5,86,97,25.26
520,Kudahuvadhoo,MV,6/5/21 20:31,2.6708,72.8944,82.98,75,100,14.85
521,Limoges,FR,6/5/21 20:31,45.75,1.3333,61.02,55,0,4.12
522,Teruel,ES,6/5/21 20:31,40.6667,-0.6667,58.96,92,100,3.62
523,Nouakchott,MR,6/5/21 20:31,18.0858,-15.9785,80.53,54,4,18.99
524,Vredendal,ZA,6/5/21 20:31,-31.6683,18.5012,63.34,23,2,9.82
525,Kem,RU,6/5/21 20:31,64.9555,34.5793,49.8,77,76,8.57
526,Brest,BY,6/5/21 20:31,52.1,23.7,55.92,85,33,5.7
527,Cabedelo,BR,6/5/21 20:31,-6.9811,-34.8339,79.47,81,38,10.22
528,Villeneuve-Sur-Lot,FR,6/5/21 20:31,44.5,0.6667,62.73,73,4,6.22
529,Yerofey Pavlovich,RU,6/5/21 20:31,53.9667,121.9667,54.23,68,0,1.43
530,San Jose,US,6/5/21 20:29,37.3394,-121.895,88.56,36,75,1.01
531,Proddatur,IN,6/5/21 20:31,14.7333,78.55,80.64,75,100,8.32
532,Davila,PH,6/5/21 20:31,18.4726,120.5763,82.33,79,100,11.05
533,Antofagasta,CL,6/5/21 20:27,-23.65,-70.4,61.88,73,5,7.74
534,Mangai,CD,6/5/21 20:31,-4.05,19.5333,77.14,49,98,1.59
535,Weert,NL,6/5/21 20:31,51.2517,5.7069,62.6,87,90,9.19
536,Pangnirtung,CA,6/5/21 20:31,66.1451,-65.7125,35.04,93,93,1.68
537,Labrea,BR,6/5/21 20:31,-7.2586,-64.7981,88.05,58,92,1.19
538,Karaton,ID,6/5/21 20:31,-6.3424,106.1045,80.96,94,11,2.59
539,Kashan,IR,6/5/21 20:31,33.9831,51.4364,92.21,12,0,6.11
540,Itapetinga,BR,6/5/21 20:31,-15.2489,-40.2478,70.65,82,100,4.43
541,Kirovskiy,RU,6/5/21 20:31,45.0917,133.5136,53.02,95,100,4.94
542,Nusaybin,TR,6/5/21 20:31,37.0778,41.2178,74.62,20,0,8.37
543,The Pas,CA,6/5/21 20:31,53.8251,-101.2541,80.62,39,20,7.74
544,Zilair,RU,6/5/21 20:31,52.2332,57.4392,53.1,43,99,6.46
545,Kampot,KH,6/5/21 20:30,10.6167,104.1833,78.85,83,100,7.83
546,Havoysund,NO,6/5/21 20:31,70.9963,24.6622,43.68,82,31,15.82
547,Challans,FR,6/5/21 20:31,46.8436,-1.8749,61,75,0,1.01
548,Camabatela,AO,6/5/21 20:31,-8.1881,15.375,62.58,49,87,4.34
549,Nouadhibou,MR,6/5/21 20:31,20.931,-17.0347,69.78,68,92,18.41
550,Lusambo,CD,6/5/21 20:31,-4.9667,23.45,77.79,52,81,1.79
551,Dalnerechensk,RU,6/5/21 20:31,45.9339,133.7225,54.48,97,100,1.72
552,Wahiawa,US,6/5/21 20:31,21.5028,-158.0236,80.92,62,90,12.66
553,Darhan,MN,6/5/21 20:31,49.4867,105.9228,64.24,56,100,7.07
554,Broken Hill,AU,6/5/21 20:31,-31.95,141.4333,47.91,81,7,6.91
555,Monrovia,LR,6/5/21 20:31,6.3005,-10.7969,80.37,81,57,8.52
556,Bendorf,DE,6/5/21 20:31,50.4333,7.5667,66.33,93,100,5.26
557,Saint-Francois,FR,6/5/21 20:31,46.4154,3.9054,60.19,93,90,2.3
558,Orapa,BW,6/5/21 20:31,-21.2833,25.3667,53.92,47,0,18.28
559,Marzuq,YE,6/5/21 20:31,14.4,46.4667,79.93,33,49,9.98
560,Radford,US,6/5/21 20:31,37.1318,-80.5764,87.89,45,75,3.44
561,Barra Do Bugres,BR,6/5/21 20:31,-15.0725,-57.1811,87.78,33,99,5.03
562,Gravdal,NO,6/5/21 20:31,68.1214,13.5031,50.88,79,23,11.3
