City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Santa Cruz Verapaz,GT,2021-06-06 20:15:39,15.3667,-90.4333,81.36,61,40,3.24,scattered clouds
263,Chapais,CA,2021-06-06 20:15:32,49.7834,-74.8492,76.78,29,54,9.26,broken clouds
264,Sibolga,ID,2021-06-06 20:15:41,1.7427,98.7792,75.13,78,68,3.53,broken clouds
265,Puerto Ayora,EC,2021-06-06 20:15:43,-0.7393,-90.3518,80.56,89,30,7.0,scattered clouds
266,Mopipi,BW,2021-06-06 20:15:44,-21.1833,24.8833,53.46,50,2,9.4,clear sky
267,Berlevag,NO,2021-06-06 20:15:45,70.8578,29.0864,41.0,70,0,5.75,clear sky
268,Tabas,IR,2021-06-06 20:15:47,33.5959,56.9244,97.27,9,0,6.4,clear sky
269,Kaeo,NZ,2021-06-06 20:15:48,-35.1,173.7833,59.32,96,100,20.02,light rain
270,Saint George,US,2021-06-06 20:11:01,37.1041,-113.5841,102.67,11,1,3.0,clear sky
271,Jalu,LY,2021-06-06 20:15:50,29.0331,21.5482,80.92,19,0,6.78,clear sky
272,Humberto De Campos,BR,2021-06-06 20:15:52,-2.5983,-43.4611,79.39,87,17,3.51,few clouds
273,Yumen,CN,2021-06-06 20:15:53,40.2833,97.2,62.04,31,60,5.3,broken clouds
274,Bell Ville,AR,2021-06-06 20:15:54,-32.6259,-62.6887,57.79,47,100,8.61,overcast clouds
275,Sao Felix Do Xingu,BR,2021-06-06 20:15:56,-6.6447,-51.995,83.91,62,99,1.83,overcast clouds
276,Palu,ID,2021-06-06 20:15:57,-0.8917,119.8707,75.2,98,100,2.68,light rain
277,Seoul,KR,2021-06-06 20:11:12,37.5683,126.9778,65.77,88,75,1.48,broken clouds
278,Korla,CN,2021-06-06 20:15:59,41.7597,86.1469,72.21,38,44,11.1,scattered clouds
279,Lieksa,FI,2021-06-06 20:16:01,63.3167,30.0167,57.67,67,100,13.62,overcast clouds
280,Cap Malheureux,MU,2021-06-06 20:16:02,-19.9842,57.6142,75.69,84,5,1.99,clear sky
281,Homer,US,2021-06-06 20:16:03,59.6425,-151.5483,61.03,73,1,13.8,clear sky
282,Biak,ID,2021-06-06 20:16:05,-0.9131,122.8766,75.42,75,77,3.87,broken clouds
283,General Roca,AR,2021-06-06 20:16:06,-39.0333,-67.5833,54.0,39,100,11.83,overcast clouds
284,Parrita,CR,2021-06-06 20:16:08,9.5201,-84.3225,92.07,70,83,7.0,broken clouds
285,Kavaratti,IN,2021-06-06 20:16:09,10.5669,72.642,82.74,75,100,10.76,overcast clouds
286,Porto Novo,BJ,2021-06-06 20:16:11,6.4965,2.6036,84.02,78,88,8.32,overcast clouds
287,Morondava,MG,2021-06-06 20:16:12,-20.2833,44.2833,73.89,55,50,12.84,scattered clouds
288,Artesia,US,2021-06-06 20:16:13,33.8658,-118.0831,84.15,60,20,8.01,few clouds
289,Bilibino,RU,2021-06-06 20:16:15,68.0546,166.4372,62.33,47,6,5.66,clear sky
290,Sola,VU,2021-06-06 20:16:16,-13.8833,167.55,80.2,73,67,15.01,broken clouds
291,Aksarka,RU,2021-06-06 20:16:17,66.5606,67.7975,34.54,63,19,5.53,few clouds
292,Xiazhen,CN,2021-06-06 20:16:19,34.8022,117.1117,77.31,48,100,6.71,light rain
293,Melaka,MY,2021-06-06 20:16:20,2.196,102.2405,77.04,94,20,0.0,few clouds
294,Freeport,US,2021-06-06 20:11:37,40.6576,-73.5832,96.31,55,1,3.0,clear sky
295,San Cristobal,VE,2021-06-06 20:16:23,7.7669,-72.225,71.78,93,100,3.56,overcast clouds
296,Betafo,MG,2021-06-06 20:16:24,-19.8333,46.85,53.76,89,100,7.74,overcast clouds
297,Salalah,OM,2021-06-06 20:16:25,17.0151,54.0924,84.29,89,40,8.05,scattered clouds
298,Gamboula,CF,2021-06-06 20:16:27,4.1178,15.1393,69.04,96,84,2.39,broken clouds
299,Combs-La-Ville,FR,2021-06-06 20:16:29,48.665,2.5696,66.47,69,0,5.03,clear sky
300,Mount Isa,AU,2021-06-06 20:16:30,-20.7333,139.5,44.37,70,0,0.0,clear sky
301,Glasgow,GB,2021-06-06 20:15:57,55.8652,-4.2576,60.71,58,51,3.09,broken clouds
302,Iskateley,RU,2021-06-06 20:16:33,67.6803,53.1512,35.22,83,100,12.53,overcast clouds
303,Mareeba,AU,2021-06-06 20:16:34,-17.0,145.4333,65.12,94,92,3.74,overcast clouds
304,Calvinia,ZA,2021-06-06 20:16:37,-31.4707,19.776,54.66,38,1,13.22,clear sky
305,Hohhot,CN,2021-06-06 20:16:38,40.8106,111.6522,61.09,67,0,1.32,clear sky
306,Belize,BZ,2021-06-06 20:16:39,17.25,-88.75,93.52,44,87,9.57,overcast clouds
307,Coahuayana,MX,2021-06-06 20:14:53,18.7333,-103.6833,99.88,45,99,8.7,overcast clouds
308,Vaxjo,SE,2021-06-06 20:16:42,56.8777,14.8091,62.73,72,75,3.44,broken clouds
309,Udachnyy,RU,2021-06-06 20:15:52,66.4167,112.4,40.46,85,100,16.44,moderate rain
310,Kodiak,US,2021-06-06 20:16:44,57.79,-152.4072,54.32,56,17,6.67,few clouds
311,Darnah,LY,2021-06-06 20:16:46,32.767,22.6367,70.65,73,1,13.06,clear sky
312,Cariati,IT,2021-06-06 20:16:47,39.4922,16.9594,69.85,70,8,5.26,clear sky
313,Keetmanshoop,NA,2021-06-06 20:16:48,-26.5833,18.1333,56.32,41,0,10.36,clear sky
314,Kulu,TR,2021-06-06 20:16:50,39.0951,33.0799,59.29,39,0,2.48,clear sky
315,Talnakh,RU,2021-06-06 20:16:51,69.4865,88.3972,30.49,99,100,3.09,light snow
316,Ust-Tsilma,RU,2021-06-06 20:16:52,65.441,52.1498,39.52,60,8,7.99,clear sky
317,Pelym,RU,2021-06-06 20:16:39,61.0108,61.9978,52.34,40,26,5.59,scattered clouds
318,Nabire,ID,2021-06-06 20:16:55,-3.3667,135.4833,74.89,91,82,3.09,broken clouds
319,Puerto Colombia,CO,2021-06-06 20:15:16,10.9878,-74.9547,84.29,80,100,15.17,overcast clouds
320,Yacuiba,BO,2021-06-06 20:16:57,-22.038,-63.6797,63.86,79,99,3.98,overcast clouds
321,Karratha,AU,2021-06-06 20:16:58,-20.7377,116.8463,74.97,62,96,7.9,overcast clouds
322,Deputatskiy,RU,2021-06-06 20:12:15,69.3,139.9,37.45,74,7,3.42,clear sky
323,Pacifica,US,2021-06-06 20:13:19,37.6138,-122.4869,85.62,65,20,8.99,haze
324,Ilulissat,GL,2021-06-06 20:17:02,69.2167,-51.1,42.82,70,94,6.91,overcast clouds
325,Quatre Cocos,MU,2021-06-06 20:17:03,-20.2078,57.7625,75.31,82,22,11.56,few clouds
326,Tura,IN,2021-06-06 20:17:05,25.5198,90.2201,72.93,97,76,6.06,moderate rain
327,San Juan,AR,2021-06-06 20:17:06,-31.5375,-68.5364,70.74,40,0,5.32,clear sky
328,Brenham,US,2021-06-06 20:17:07,30.1669,-96.3977,91.38,62,40,6.91,scattered clouds
329,Banjar,ID,2021-06-06 20:17:09,-8.19,114.9675,80.46,89,19,4.29,few clouds
330,Marrakesh,MA,2021-06-06 20:17:10,31.6315,-8.0083,86.07,39,20,12.66,few clouds
331,Chazuta,PE,2021-06-06 20:17:11,-6.5742,-76.1367,77.85,82,96,1.99,overcast clouds
332,Dolgoderevenskoye,RU,2021-06-06 20:17:14,55.3444,61.3444,61.14,48,20,6.02,few clouds
333,Tiksi,RU,2021-06-06 20:17:16,71.6872,128.8694,43.99,65,100,6.42,overcast clouds
334,San Andres,CO,2021-06-06 20:17:17,12.5847,-81.7006,86.02,74,75,14.97,broken clouds
335,Lahij,YE,2021-06-06 20:17:20,13.1667,44.5833,90.59,37,3,4.76,clear sky
336,Soure,BR,2021-06-06 20:17:21,-0.7167,-48.5233,82.06,76,42,9.35,light rain
337,Copiapo,CL,2021-06-06 20:17:24,-27.3667,-70.3333,58.69,40,1,5.26,clear sky
338,San Patricio,US,2021-06-06 20:17:25,28.017,-97.5169,92.05,65,10,17.78,clear sky
339,Wamba,NG,2021-06-06 20:17:26,8.9333,8.6,77.27,79,63,2.1,light rain
340,Angoche,MZ,2021-06-06 20:17:28,-16.2325,39.9086,72.21,77,86,11.14,overcast clouds
341,Xichang,CN,2021-06-06 20:17:29,27.8964,102.2634,66.09,94,96,0.58,moderate rain
342,Birjand,IR,2021-06-06 20:17:31,32.8663,59.2211,79.27,12,0,6.91,clear sky
343,Frankfurt,DE,2021-06-06 20:14:07,50.1167,8.6833,65.79,80,75,5.3,broken clouds
344,Dahuk,IQ,2021-06-06 20:17:33,36.8695,42.994,72.32,22,0,1.07,clear sky
345,Shanting,CN,2021-06-06 20:17:34,35.0753,117.4578,75.87,49,100,4.14,light rain
346,Sao Miguel Do Araguaia,BR,2021-06-06 20:13:13,-13.275,-50.1628,87.33,35,100,4.05,overcast clouds
347,Kautokeino,NO,2021-06-06 20:17:37,69.0125,23.0412,54.41,39,5,9.44,clear sky
348,Anadyr,RU,2021-06-06 20:15:17,64.75,177.4833,45.1,61,75,9.78,broken clouds
349,Mecca,SA,2021-06-06 20:17:09,21.4267,39.8261,88.18,50,5,2.57,clear sky
350,Bakchar,RU,2021-06-06 20:17:42,57.0186,82.0711,54.41,91,57,6.42,broken clouds
351,Torbay,CA,2021-06-06 20:17:43,47.6666,-52.7314,45.88,86,90,16.11,overcast clouds
352,Duldurga,RU,2021-06-06 20:17:44,50.6761,113.5931,54.99,72,93,4.92,overcast clouds
353,Qaqortoq,GL,2021-06-06 20:17:46,60.7167,-46.0333,55.9,77,100,4.54,overcast clouds
354,Hildburghausen,DE,2021-06-06 20:17:47,50.4255,10.7318,63.36,97,100,5.41,overcast clouds
355,Ozernovskiy,RU,2021-06-06 20:17:48,51.5,156.5167,43.93,92,100,0.78,overcast clouds
356,Salcedo,PH,2021-06-06 20:17:50,12.8105,121.4674,76.91,80,100,4.32,overcast clouds
357,Wagar,SD,2021-06-06 20:12:51,16.1525,36.2032,96.78,19,68,14.25,broken clouds
358,Iberia,US,2021-06-06 20:17:52,29.9502,-91.7507,84.97,83,75,13.4,broken clouds
359,Chumikan,RU,2021-06-06 20:17:53,54.7183,135.315,35.6,95,100,0.94,overcast clouds
360,Bousso,TD,2021-06-06 20:17:55,10.4795,16.7117,86.09,49,95,6.76,overcast clouds
361,High Level,CA,2021-06-06 20:17:56,58.5169,-117.136,62.71,51,75,11.48,broken clouds
362,Mogadishu,SO,2021-06-06 20:16:09,2.0371,45.3438,79.18,87,53,20.62,broken clouds
363,Muros,ES,2021-06-06 20:16:45,42.7762,-9.0603,68.85,71,19,11.1,few clouds
364,Makakilo City,US,2021-06-06 20:17:59,21.3469,-158.0858,80.92,54,40,9.22,light rain
365,Ayan,RU,2021-06-06 20:18:01,56.45,138.1667,40.39,92,99,5.53,overcast clouds
366,Almondbank,GB,2021-06-06 20:18:02,56.4173,-3.5183,60.75,87,53,2.51,broken clouds
367,Port Blair,IN,2021-06-06 20:18:04,11.6667,92.75,83.88,78,100,11.45,overcast clouds
368,Novikovo,RU,2021-06-06 20:18:05,51.1537,37.8879,55.44,91,7,3.74,clear sky
369,Pochutla,MX,2021-06-06 20:18:07,15.7432,-96.4661,91.81,58,90,6.38,overcast clouds
370,Kimbe,PG,2021-06-06 20:18:09,-5.5502,150.1429,74.64,91,69,3.49,broken clouds
371,Laguna,US,2021-06-06 20:17:07,38.421,-121.4238,93.65,33,1,5.01,clear sky
372,Borogontsy,RU,2021-06-06 20:18:11,62.6683,131.1683,52.99,56,100,3.51,overcast clouds
373,Los Angeles,US,2021-06-06 20:16:59,34.0522,-118.2437,85.71,53,1,3.44,clear sky
374,Progreso,MX,2021-06-06 20:18:14,21.2833,-89.6667,98.11,55,64,14.79,broken clouds
375,Kokkola,FI,2021-06-06 20:18:15,63.8385,23.1307,59.16,77,0,7.34,clear sky
376,Corinto,GR,2021-06-06 20:18:16,37.9407,22.9573,75.99,65,100,1.39,overcast clouds
377,Taldan,RU,2021-06-06 20:18:17,53.6667,124.8,53.94,55,95,1.77,overcast clouds
378,Heihe,CN,2021-06-06 20:18:19,50.2441,127.4902,50.58,72,1,3.38,clear sky
379,Lingdong,CN,2021-06-06 20:18:20,46.5669,131.1453,51.55,89,0,3.36,clear sky
380,Bandarbeyla,SO,2021-06-06 20:18:21,9.4942,50.8122,79.9,84,0,26.78,clear sky
381,Butterworth,MY,2021-06-06 20:18:23,5.3991,100.3638,80.01,92,20,3.44,few clouds
382,Pindushi,RU,2021-06-06 20:18:25,62.9152,34.58,52.59,52,100,10.54,overcast clouds
383,Singarayakonda,IN,2021-06-06 20:18:27,15.25,80.0333,85.75,71,16,10.92,few clouds
384,Tornio,FI,2021-06-06 20:18:28,65.8481,24.1466,66.22,60,33,7.23,scattered clouds
385,Kosjeric,RS,2021-06-06 20:18:29,43.9961,19.9069,63.3,100,100,2.95,overcast clouds
386,Clonakilty,IE,2021-06-06 20:18:31,51.6231,-8.8706,55.09,79,100,5.88,overcast clouds
387,Maroantsetra,MG,2021-06-06 20:18:32,-15.4333,49.7333,72.28,88,96,10.27,light rain
388,San Quintin,MX,2021-06-06 20:18:33,30.4833,-115.95,66.4,62,17,11.95,few clouds
389,Krzeszowice,PL,2021-06-06 20:18:34,50.1425,19.6322,67.32,67,0,2.24,clear sky
390,Margate,GB,2021-06-06 20:18:36,51.3813,1.3862,62.69,75,68,1.99,broken clouds
391,Thap Than,TH,2021-06-06 20:18:37,15.4606,99.8917,81.5,62,100,4.43,overcast clouds
392,Waipawa,NZ,2021-06-06 20:15:18,-41.4122,175.5153,53.46,91,100,1.25,overcast clouds
393,Gualaceo,EC,2021-06-06 20:18:40,-2.9,-78.7833,69.46,94,99,4.27,light rain
394,Lastoursville,GA,2021-06-06 20:18:41,-0.8143,12.7287,76.26,87,100,1.14,overcast clouds
395,Kushmurun,KZ,2021-06-06 20:18:42,52.4503,64.6311,60.1,34,25,3.94,scattered clouds
396,Cherskiy,RU,2021-06-06 20:14:48,68.75,161.3,64.29,42,100,17.11,overcast clouds
397,Pucallpa,PE,2021-06-06 20:18:45,-8.3791,-74.5539,86.04,66,75,5.75,broken clouds
398,Eravur,LK,2021-06-06 20:18:46,7.7733,81.6095,80.83,75,97,3.74,overcast clouds
399,Sliven,BG,2021-06-06 20:18:47,42.6858,26.3292,62.96,80,79,1.88,broken clouds
400,Machinga,MW,2021-06-06 20:18:49,-15.1685,35.3,56.07,90,56,3.71,broken clouds
401,Acarau,BR,2021-06-06 20:18:50,-2.8856,-40.12,79.99,81,57,9.48,broken clouds
402,Noumea,NC,2021-06-06 20:18:51,-22.2763,166.4572,70.0,99,99,5.48,overcast clouds
403,Tiznit,MA,2021-06-06 20:18:53,29.5833,-9.5,70.25,60,100,3.71,overcast clouds
404,Anito,PH,2021-06-06 20:18:54,12.4497,125.2886,76.57,91,81,3.78,moderate rain
405,Lamu,KE,2021-06-06 20:18:55,-2.2717,40.902,77.18,83,56,19.62,light rain
406,Palanga,LT,2021-06-06 20:18:57,55.9175,21.0686,57.22,94,53,2.3,fog
407,Bambanglipuro,ID,2021-06-06 20:18:58,-7.95,110.2833,56.61,90,13,1.66,few clouds
408,Pemangkat,ID,2021-06-06 20:18:59,1.1667,108.9667,77.11,85,97,5.32,overcast clouds
409,Lagoa,PT,2021-06-06 20:19:01,39.05,-27.9833,64.04,90,100,12.8,overcast clouds
410,Manakara,MG,2021-06-06 20:19:02,-22.1333,48.0167,65.98,88,77,7.27,moderate rain
411,Yaan,NG,2021-06-06 20:19:03,7.3833,8.5667,76.62,80,98,7.76,overcast clouds
412,Isangel,VU,2021-06-06 20:18:23,-19.55,169.2667,71.6,65,100,10.98,overcast clouds
413,Nhulunbuy,AU,2021-06-06 20:18:36,-12.2333,136.7667,75.81,83,75,5.75,broken clouds
414,Surt,LY,2021-06-06 20:19:07,31.2089,16.5887,74.55,49,3,14.54,clear sky
415,Kangaatsiaq,GL,2021-06-06 20:19:08,68.3065,-53.4641,37.27,91,56,11.01,broken clouds
416,Taoudenni,ML,2021-06-06 20:19:10,22.6783,-3.9836,106.52,7,90,7.29,overcast clouds
417,Buin,CL,2021-06-06 20:19:11,-33.7333,-70.75,64.09,46,100,5.44,overcast clouds
418,Kang,BW,2021-06-06 20:19:12,-23.6752,22.7876,48.63,55,0,8.28,clear sky
419,Klyuchi,RU,2021-06-06 20:18:19,52.2667,79.1667,59.9,48,0,4.34,clear sky
420,Sobolevo,RU,2021-06-06 20:19:15,54.4299,31.8996,56.77,90,62,6.17,light rain
421,Andapa,MG,2021-06-06 20:19:16,-14.65,49.65,65.41,98,71,2.91,broken clouds
422,Burnie,AU,2021-06-06 20:14:50,-41.0667,145.9167,55.47,89,100,19.04,overcast clouds
423,Cajamarca,PE,2021-06-06 20:19:19,-7.1638,-78.5003,62.53,73,89,2.91,moderate rain
424,Yertarskiy,RU,2021-06-06 20:19:20,56.7902,64.2995,56.48,64,6,5.84,clear sky
425,Comodoro Rivadavia,AR,2021-06-06 20:15:01,-45.8667,-67.5,51.55,47,43,18.72,scattered clouds
426,Katsuura,JP,2021-06-06 20:19:22,35.1333,140.3,70.11,90,99,2.44,overcast clouds
427,Jumla,NP,2021-06-06 20:14:42,29.2747,82.1838,55.9,88,21,2.48,few clouds
428,Ouadda,CF,2021-06-06 20:19:25,8.0777,22.4007,71.11,81,85,1.5,overcast clouds
429,Lompoc,US,2021-06-06 20:19:26,34.6391,-120.4579,76.69,79,90,5.01,overcast clouds
430,Guerrero Negro,MX,2021-06-06 20:19:27,27.9769,-114.0611,72.81,53,84,12.95,broken clouds
431,Gunnedah,AU,2021-06-06 20:19:29,-30.9833,150.25,33.73,88,2,2.84,clear sky
432,Videira,BR,2021-06-06 20:19:30,-27.0083,-51.1517,58.86,100,100,1.39,overcast clouds
433,Omboue,GA,2021-06-06 20:19:31,-1.5746,9.2618,76.42,93,70,5.23,broken clouds
434,Svarstad,NO,2021-06-06 20:19:33,59.399,9.9698,66.45,40,94,1.01,overcast clouds
435,Sambava,MG,2021-06-06 20:19:34,-14.2667,50.1667,71.83,88,38,10.47,scattered clouds
436,Tilichiki,RU,2021-06-06 20:19:36,60.4667,166.1,37.29,96,100,8.48,light rain
437,Killarney,IE,2021-06-06 20:15:49,52.05,-9.5167,53.02,81,99,0.83,overcast clouds
438,Elat,IL,2021-06-06 20:16:55,29.5581,34.9482,84.04,34,0,11.5,clear sky
439,Punta Gorda,US,2021-06-06 20:19:40,26.9298,-82.0454,93.29,61,1,7.0,clear sky
440,Leon,MX,2021-06-06 20:18:10,21.1167,-101.6667,82.45,50,60,5.06,light rain
441,Saint-Joseph,RE,2021-06-06 20:18:14,-21.3667,55.6167,68.36,86,60,11.52,light rain
442,Saldanha,ZA,2021-06-06 20:19:46,-33.0117,17.9442,65.61,46,6,15.14,clear sky
443,Kharp,RU,2021-06-06 20:16:42,66.8014,65.8081,32.86,76,6,7.05,clear sky
444,Ketchikan,US,2021-06-06 20:19:48,55.3422,-131.6461,51.78,91,100,3.44,light rain
445,Verkhnetulomskiy,RU,2021-06-06 20:19:12,68.6073,31.7962,41.13,60,6,5.68,clear sky
446,Leh,IN,2021-06-06 20:19:51,34.1667,77.5833,50.76,29,0,6.62,clear sky
447,Palmer,US,2021-06-06 20:19:52,42.1584,-72.3287,94.28,36,75,10.47,broken clouds
448,Half Moon Bay,US,2021-06-06 20:19:54,37.4636,-122.4286,81.99,58,1,10.36,haze
449,Akyab,MM,2021-06-06 20:19:55,20.15,92.9,83.08,83,100,4.83,overcast clouds
450,Kochubey,RU,2021-06-06 20:19:56,44.3861,46.5825,69.12,57,100,13.15,overcast clouds
451,Podor,MR,2021-06-06 20:19:59,16.6527,-14.9587,103.91,10,2,6.31,clear sky
452,Ahar,IR,2021-06-06 20:20:00,38.4774,47.0699,58.78,75,0,4.07,clear sky
453,Taunggyi,MM,2021-06-06 20:20:03,20.7833,97.0333,64.06,96,100,3.58,overcast clouds
454,Biskamzha,RU,2021-06-06 20:20:05,53.4497,89.5272,44.69,99,93,3.58,overcast clouds
455,Henties Bay,NA,2021-06-06 20:20:06,-22.116,14.2845,75.85,45,0,1.05,clear sky
456,Preobrazheniye,RU,2021-06-06 20:15:51,42.9019,133.9064,54.43,80,16,4.45,few clouds
457,Yellapur,IN,2021-06-06 20:20:09,14.9667,74.7167,70.45,98,100,2.68,overcast clouds
458,Sao Raimundo Nonato,BR,2021-06-06 20:20:10,-9.0153,-42.6994,88.2,27,63,7.11,broken clouds
459,Bambous Virieux,MU,2021-06-06 20:15:13,-20.3428,57.7575,75.45,78,75,11.88,broken clouds
460,Matay,EG,2021-06-06 20:18:41,28.419,30.7792,77.34,33,0,19.84,clear sky
461,Zabol,AF,2021-06-06 20:20:13,32.25,67.25,75.69,14,0,4.59,clear sky
462,Broken Hill,AU,2021-06-06 20:20:15,-31.95,141.4333,49.71,71,9,5.75,clear sky
463,Sisimiut,GL,2021-06-06 20:20:16,66.9395,-53.6735,42.48,85,100,4.83,overcast clouds
464,Neiafu,TO,2021-06-06 20:16:17,-18.65,-173.9833,79.48,73,20,8.05,few clouds
465,Kwekwe,ZW,2021-06-06 20:20:20,-18.9281,29.8149,51.53,63,96,10.38,overcast clouds
466,Ngaoundere,CM,2021-06-06 20:20:21,7.3167,13.5833,64.47,91,64,2.48,broken clouds
467,Mbandaka,CD,2021-06-06 20:20:22,0.0487,18.2603,69.62,98,96,3.36,overcast clouds
468,Placido De Castro,BR,2021-06-06 20:20:24,-10.3353,-67.1856,84.94,64,98,2.3,overcast clouds
469,Loandjili,CG,2021-06-06 20:20:25,-4.7561,11.8578,76.32,88,54,6.62,broken clouds
470,Venice,US,2021-06-06 20:20:26,27.0998,-82.4543,91.98,77,75,8.99,haze
471,Kralendijk,BQ,2021-06-06 20:20:28,12.15,-68.2667,82.38,74,20,19.57,few clouds
472,Hoi An,VN,2021-06-06 20:20:29,15.8794,108.335,80.56,87,100,7.81,overcast clouds
473,Mizdah,LY,2021-06-06 20:20:30,31.4451,12.9801,81.36,18,10,12.88,clear sky
474,Ajaccio,FR,2021-06-06 20:18:35,42.0,8.9167,63.09,88,75,1.59,broken clouds
475,Maniago,IT,2021-06-06 20:20:33,46.1706,12.7078,66.15,93,93,4.54,overcast clouds
476,Hami,CN,2021-06-06 20:20:34,42.8,93.45,66.81,14,37,13.76,scattered clouds
477,Timiryazevskoye,RU,2021-06-06 20:20:35,56.49,84.8769,57.85,86,100,7.02,overcast clouds
478,Barcelos,PT,2021-06-06 20:19:46,41.5388,-8.6151,70.92,81,8,4.29,clear sky
479,Golden,US,2021-06-06 20:20:38,39.7555,-105.2211,91.31,21,75,3.0,broken clouds
480,Port Hedland,AU,2021-06-06 20:20:39,-20.3167,118.5667,71.65,49,68,9.22,broken clouds
481,Hay River,CA,2021-06-06 20:20:41,60.8156,-115.7999,48.18,61,75,13.8,broken clouds
482,Vostok,RU,2021-06-06 20:20:42,46.4856,135.8833,45.82,91,100,3.65,overcast clouds
483,Joensuu,FI,2021-06-06 20:20:43,62.6012,29.7632,66.69,63,0,8.95,clear sky
484,Huron,US,2021-06-06 20:20:45,41.1501,-82.5499,87.89,50,27,10.74,scattered clouds
485,Nyuksenitsa,RU,2021-06-06 20:20:46,60.4128,44.2397,63.77,68,99,4.74,overcast clouds
486,Kysyl-Syr,RU,2021-06-06 20:18:11,63.8986,122.7617,48.29,88,100,8.01,light rain
487,Ranong,TH,2021-06-06 20:20:49,9.9658,98.6348,78.46,90,100,9.15,light rain
488,Dire,ML,2021-06-06 20:20:50,12.2833,-10.9667,86.67,49,91,3.58,overcast clouds
489,Mackay,AU,2021-06-06 20:20:51,-21.15,149.2,58.98,72,75,5.75,broken clouds
490,Bin Qirdan,TN,2021-06-06 20:20:53,33.1378,11.2197,79.81,48,100,14.41,overcast clouds
491,Gloucester,GB,2021-06-06 20:20:54,51.8657,-2.2431,65.16,89,10,3.42,clear sky
492,Athabasca,CA,2021-06-06 20:20:55,54.7169,-113.2854,70.21,38,98,11.16,overcast clouds
493,Nishihara,JP,2021-06-06 20:20:58,26.1842,127.7558,75.25,94,90,6.89,mist
494,La Ceiba,HN,2021-06-06 20:18:22,15.7597,-86.7822,89.42,62,40,13.8,scattered clouds
495,Baculin,PH,2021-06-06 20:21:00,7.4525,126.5842,76.96,87,99,3.69,overcast clouds
496,Jiangkou,CN,2021-06-06 20:21:01,25.4872,119.1986,71.49,77,97,7.09,overcast clouds
497,Aktau,KZ,2021-06-06 20:21:04,43.65,51.2,66.78,68,7,11.39,clear sky
498,The Valley,AI,2021-06-06 20:21:05,18.217,-63.0578,84.06,89,40,11.5,scattered clouds
499,Hualmay,PE,2021-06-06 20:21:07,-11.0964,-77.6139,68.76,71,46,10.31,scattered clouds
500,Komatipoort,ZA,2021-06-06 20:21:08,-25.4332,31.9548,54.05,79,0,3.36,clear sky
501,Axim,GH,2021-06-06 20:21:10,4.8699,-2.2405,79.84,80,8,10.0,clear sky
502,Byumba,RW,2021-06-06 20:21:11,-1.5763,30.0675,61.0,85,66,2.24,broken clouds
503,Astara,AZ,2021-06-06 20:21:12,38.5,48.6667,59.7,87,34,2.04,scattered clouds
504,Ituiutaba,BR,2021-06-06 20:21:14,-18.9689,-49.465,82.36,31,100,1.66,overcast clouds
505,Chegdomyn,RU,2021-06-06 20:21:15,51.1167,133.0167,50.61,73,17,2.68,few clouds
506,Hit,IQ,2021-06-06 20:21:16,33.6416,42.8251,86.27,16,0,12.26,clear sky
507,Loreto,MX,2021-06-06 20:21:18,22.2667,-101.9667,80.91,20,1,3.2,clear sky
508,Bayan,CN,2021-06-06 20:21:19,46.0833,127.4,52.54,93,4,3.89,clear sky
509,Ulsteinvik,NO,2021-06-06 20:21:20,62.3432,5.8487,59.72,86,6,5.01,clear sky
510,Gwadar,PK,2021-06-06 20:21:22,25.1216,62.3254,83.53,76,49,6.04,scattered clouds
511,Ballina,AU,2021-06-06 20:21:24,-28.8667,153.5667,47.95,93,13,0.0,few clouds
512,Arman,RU,2021-06-06 20:21:26,59.7,150.1667,46.99,80,89,3.24,overcast clouds
513,Oistins,BB,2021-06-06 20:21:27,13.0667,-59.5333,86.09,58,40,20.71,scattered clouds
514,Inirida,CO,2021-06-06 20:21:28,3.8653,-67.9239,84.49,78,52,1.36,broken clouds
515,Slave Lake,CA,2021-06-06 20:21:30,55.2834,-114.769,64.38,45,20,19.57,few clouds
516,Poya,NC,2021-06-06 20:21:32,-21.35,165.15,67.84,62,97,6.73,overcast clouds
517,Bay Roberts,CA,2021-06-06 20:21:33,47.5999,-53.2648,46.65,86,100,8.01,overcast clouds
518,Wodonga,AU,2021-06-06 20:21:35,-36.1167,146.8833,48.11,98,90,0.0,overcast clouds
519,Daru,PG,2021-06-06 20:21:36,-9.0763,143.2092,77.07,88,99,17.69,overcast clouds
520,Cascais,PT,2021-06-06 20:21:37,38.6979,-9.4215,65.55,73,20,20.0,few clouds
521,Mayskiy,RU,2021-06-06 20:21:40,47.6931,40.1025,58.44,87,46,7.23,scattered clouds
522,Aquiraz,BR,2021-06-06 20:21:41,-3.9014,-38.3911,84.29,76,10,5.35,clear sky
523,Neryungri,RU,2021-06-06 20:21:44,56.6709,124.6491,61.3,51,53,7.34,broken clouds
524,Chirongui,YT,2021-06-06 20:21:45,-12.9319,45.1483,78.73,71,46,14.32,scattered clouds
525,Cheremkhovo,RU,2021-06-06 20:21:46,53.1561,103.0675,41.59,94,41,7.02,scattered clouds
526,Brandon,US,2021-06-06 20:17:53,27.9378,-82.2859,96.71,53,75,3.0,broken clouds
527,Turkan,AZ,2021-06-06 20:21:49,40.3639,50.215,68.18,77,0,14.18,clear sky
